n_steps,normalized_dt,final_plastic_strain_index,stiffness_loss_pct,final_hydraulic_damage,final_seismic_damage,plastic_error_vs_finest_pct,stiffness_loss_error_vs_finest_pct
360,0.002785515320334262,0.0048113719425955485,18.392628855459225,0.2,0.009053350387718864,1.3190315400337689,0.01188091666468251
720,0.0013908205841446453,0.004859701520575961,18.39410070350178,0.2,0.009071222828235578,0.32779460859924947,0.003879487477578831
1440,0.0006949270326615705,0.004872529242659535,18.39457651657055,0.2,0.009077000558356368,0.06469874873946627,0.0012928178853619592
2880,0.0003473428273706148,0.004875683749037656,18.39481432802016,0.2,0.009079888268815884,0.0,0.0
